Film,Developer,Dilution,ISO,35MM,120,Sheet,Temp,Notes
Rollei RPX 400,Rollei RPX-D,1+7,800,13,13,13,22C,
Rollei RPX 400,Rollei RPX-D,1+5,1600,14,14,14,24C,
Rollei RPX 400,Rollei RPX-D,1+4,3200,15,15,15,25C,
Rollei RPX 400,Rollei Supergrain,1+12,400,7,7,7,20C,
Rollei RPX 400,Silberra Ascorol,1+29,400,8,8,8,20C,
Rollei RPX 400,Spur HRX,1+9,400,15,15,15,20C,
Rollei RPX 400,Spur NHC,1+15,500,8,8,8,20C,<a href="devchart.php?devrow=14044">[notes]</a>
Rollei RPX 400,Spur NHC,1+15,500,10,10,10,20C,<a href="devchart.php?devrow=14045">[notes]</a>
Rollei RPX 400,Spur NHC,1+15,640,14,14,14,20C,<a href="devchart.php?devrow=14046">[notes]</a>
Rollei RPX 400,Spur PXD,1+11,400,11,11,11,20C,
Rollei RPX 400,Spur PXD,1+7,800,13,13,13,22C,
Rollei RPX 400,Spur PXD,1+5,1600,14,14,14,24C,
Rollei RPX 400,Spur PXD,1+4,3200,15,15,15,25C,
Rollei RPX 400,Spur PXD,1+3,4000,17,17,17,26C,
Rollei RPX 400,Spur SD 2525,1+15,250,6:30,6:30,6:30,20C,
Rollei RPX 400,Spur SLD,1+9,240,6,6,6,20C,
Rollei RPX 400,Spur SLD,1+12,500,12,12,12,20C,<a href="devchart.php?devrow=14072">[notes]</a>
Rollei RPX 400,Spur SLD,1+10,800,14,14,14,24C,<a href="devchart.php?devrow=14128">[notes]</a>
Rollei RPX 400,Spur Speed-Major,1+30,400,10,10,10,20C,<a href="devchart.php?devrow=14390">[notes]</a>
Rollei RPX 400,Spur Speed-Major,1+24,640,11,11,11,20C,<a href="devchart.php?devrow=14391">[notes]</a>
Rollei RPX 400,Spur Speed-Major,1+20,800,12,12,12,20C,<a href="devchart.php?devrow=14392">[notes]</a>
Rollei RPX 400,Spur Speed-Major,1+14,1000,13,13,13,20C,
Rollei RPX 400,Spur Speed-Major,1+9,1250,14,14,14,20C,
Rollei RPX 400,Spur Speed-Major,1+7,1600,15,15,15,20C,
Rollei RPX 400,Spur TRX 2000,1+17,100,14,14,14,20C,<a href="devchart.php?devrow=17732">[notes]</a>
Rollei RPX 400,Spur UFP,1+17,400,12,12,12,20C,
Rollei RPX 400,Studional,1+15,400,5,5,5,20C,
Rollei RPX 400,Studional,1+15,640,6:15,6:15,6:15,20C,
Rollei RPX 400,TMax Dev,1+4,400,7,7,7,20C,
Rollei RPX 400,TMax Dev,1+9,400,10,10,10,20C,
Rollei RPX 400,TMax Dev,1+9,1600,18,18,18,20C,
Rollei RPX 400,TMax Dev,1+4,3200,15,15,15,24C,
Rollei RPX 400,Ultrafin,1+20,400,9,9,9,20C,<a href="devchart.php?devrow=13684">[notes]</a>
Rollei RPX 400,Uncle Mort&#039;s,1+9,400,10,10,10,20C,
Rollei RPX 400,XT-3,stock,400,9,9,9,20C,
Rollei RPX 400,XT-3,1+1,400,12,12,12,20C,
Rollei RPX 400,XT-3,stock,800,10:30,10:30,10:30,20C,
Rollei RPX 400,XT-3,1+1,800,14:30,14:30,14:30,20C,
Rollei RPX 400,XT-3,stock,1600,13,13,13,20C,
Rollei RPX 400,XT-3,1+1,1600,18,18,18,20C,
Rollei RPX 400,XT-3,1+1,1600,15,15,15,24C,
Rollei RPX 400,XT-3,stock,3200,17:30,17:30,17:30,20C,
Rollei RPX 400,Xtol,stock,400,9,9,9,20C,
Rollei RPX 400,Xtol,1+1,400,12,12,12,20C,
Rollei RPX 400,Xtol,stock,800,10:30,10:30,10:30,20C,
Rollei RPX 400,Xtol,1+1,800,14:30,14:30,14:30,20C,
Rollei RPX 400,Xtol,stock,1600,13,13,13,20C,
Rollei RPX 400,Xtol,1+1,1600,18,18,18,20C,
Rollei RPX 400,Xtol,1+1,1600,15,15,15,24C,
Rollei RPX 400,Xtol,stock,3200,17:30,17:30,17:30,20C,
Rollei Superpan 200,510-Pyro,1+100,200,14,14,,20C,
Rollei Superpan 200,Acufine,stock,200,4:30,4:30,,21C,<a href="devchart.php?devrow=12008">[notes]</a>
Rollei Superpan 200,Acufine,stock,400,4:30,4:30,,21C,<a href="devchart.php?devrow=12009">[notes]</a>
Rollei Superpan 200,Acurol-N,1+50,40,13:30,13:30,,20C,<a href="devchart.php?devrow=9670">[notes]</a>
Rollei Superpan 200,Adox HR-DEV,1+30,80,12:30,12:30,,20C,<a href="devchart.php?devrow=13844">[notes]</a>
Rollei Superpan 200,ADX II,1+24,160,11,11,,20C,
Rollei Superpan 200,Atomal 49,stock,800,13,13,,20C,
Rollei Superpan 200,Bellini DF2 Duo Step,stock,200,5+5,5+5,,20C,
Rollei Superpan 200,Bellini DF2 Duo Step,stock,640,3+3,3+3,,20C,<a href="devchart.php?devrow=15263">[notes]</a>
Rollei Superpan 200,Bellini DF2 Duo Step,stock,800,3+3,3+3,,20C,<a href="devchart.php?devrow=15264">[notes]</a>
Rollei Superpan 200,Bellini Hydrofen,1+31,160,13,13,,20C,
Rollei Superpan 200,Bellini Hydrofen,1+15,200,4,4,,20C,
Rollei Superpan 200,Beutler,1+1+10,160,9:30,9:30,,20C,
Rollei Superpan 200,Burton 195,1+1,200,75,75,,20C,<a href="devchart.php?devrow=9428">[notes]</a>
Rollei Superpan 200,D-76,2+15,100,30,30,,20C,<a href="devchart.php?devrow=9972">[notes]</a>
Rollei Superpan 200,D-76,stock,200,14,14,,20C,<a href="devchart.php?devrow=14806">[notes]</a>
Rollei Superpan 200,D-76,stock,200,10,10,,24C,
Rollei Superpan 200,D-76,1+1,200,14,14,,20C,
Rollei Superpan 200,D-76,1+2,200,18,18,,20C,
Rollei Superpan 200,D-76,1+3,200,22,22,,20C,<a href="devchart.php?devrow=9106">[notes]</a>
Rollei Superpan 200,D-76,stock,320,11,11,,20C,
Rollei Superpan 200,D-76,stock,800,18:30,18:30,,20C,
Rollei Superpan 200,D-76,2+15,1600,42,42,,20C,<a href="devchart.php?devrow=9975">[notes]</a>
Rollei Superpan 200,Diafine,stock,200,5+5,5+5,,20C,
Rollei Superpan 200,Diafine,stock,640,3+3,3+3,,20C,<a href="devchart.php?devrow=12246">[notes]</a>
Rollei Superpan 200,Diafine,stock,800,3+3,3+3,,20C,<a href="devchart.php?devrow=12247">[notes]</a>
Rollei Superpan 200,Eco Pro,1+1,200,14,14,,20C,
Rollei Superpan 200,Eco Pro,1+1,400,17,17,,20C,
Rollei Superpan 200,Eco Pro,1+2,400,21,21,,20C,
Rollei Superpan 200,Finol,1+1+100,160,11:30,11:30,,24C,<a href="devchart.php?devrow=8571">[notes]</a>
Rollei Superpan 200,Finol,1+1+100,250,12:30,12:30,,24C,<a href="devchart.php?devrow=8570">[notes]</a>
Rollei Superpan 200,Fomadon P,stock,200,14,14,,20C,
Rollei Superpan 200,Fomadon R09,1+100,200,45,45,,20C,
Rollei Superpan 200,FX-39,1+9,200,13:30,13:30,,20C,<a href="devchart.php?devrow=11357">[notes]</a>
Rollei Superpan 200,FX-39,1+14,200,17,17,,20C,
Rollei Superpan 200,FX-5,1+3,200,30,30,,20C,<a href="devchart.php?devrow=9536">[notes]</a>
Rollei Superpan 200,HC-110,B,200,6,6,,20C,<a href="devchart.php?devrow=9108">[notes]</a>
Rollei Superpan 200,ID-11,2+15,100,30,30,,20C,<a href="devchart.php?devrow=9973">[notes]</a>
Rollei Superpan 200,ID-11,stock,200,14,14,,20C,<a href="devchart.php?devrow=14805">[notes]</a>
Rollei Superpan 200,ID-11,stock,200,10,10,,24C,
Rollei Superpan 200,ID-11,1+1,200,14,14,,20C,
Rollei Superpan 200,ID-11,1+2,200,18,18,,20C,
Rollei Superpan 200,ID-11,stock,320,11,11,,20C,
Rollei Superpan 200,ID-11,stock,800,18:30,18:30,,20C,
Rollei Superpan 200,ID-11,2+15,1600,42,42,,20C,<a href="devchart.php?devrow=9976">[notes]</a>
Rollei Superpan 200,Ilfosol 3,1+9,200,7:30,7:30,,20C,
Rollei Superpan 200,Ilfosol 3,1+9,200,10,10,,20C,<a href="devchart.php?devrow=14602">[notes]</a>
Rollei Superpan 200,Ilfotec DD-X,1+4,200,8:45,8:45,,20C,
Rollei Superpan 200,Microphen,stock,200,7:30,7:30,,22C,
Rollei Superpan 200,MZB,stock,80,6:30,6:30,,24C,
Rollei Superpan 200,Neofin Blue,1+5,200,4,4,,20C,
Rollei Superpan 200,Neofin Blue,1+9,200,6,6,,20C,
Rollei Superpan 200,Nucleol BF200,20+15+965,200,10,10,,20C,
Rollei Superpan 200,Paranol S,1+25,200,3,3,,20C,
Rollei Superpan 200,Paranol S,1+50,200,8,8,,20C,
Rollei Superpan 200,PMK,1+2+100,12,17,17,,21C,<a href="devchart.php?devrow=8140">[notes]</a>
Rollei Superpan 200,Pyrocat-HD,1+1+250,200,50,50,,20C,
Rollei Superpan 200,Pyrocat-HD,1+1+100,320,14,14,,20C,
Rollei Superpan 200,Rodinal,1+50,100,15,15,,20C,<a href="devchart.php?devrow=9930">[notes]</a>
Rollei Superpan 200,Rodinal,1+100,125,24,24,,20C,
Rollei Superpan 200,Rodinal,1+25,200,8,8,,20C,
Rollei Superpan 200,Rodinal,1+50,200,17,17,,20C,
Rollei Superpan 200,Rodinal,1+100,200,45,45,,20C,
Rollei Superpan 200,Rodinal,1+25,400,10,10,,20C,
Rollei Superpan 200,Rollei D74,1+7,200,6:30,6:30,,20C,
Rollei Superpan 200,Rollei D74,1+9,200,7,7,,20C,
Rollei Superpan 200,Rollei D74,1+15,200,8:45,8:45,,20C,
Rollei Superpan 200,Rollei D74,1+7,400,7:30,7:30,,20C,
Rollei Superpan 200,Rollei RLS Low Speed,1+4,50,10,10,,24C,
Rollei Superpan 200,Rollei RLS Low Speed,1+4,100,12,12,,24C,<a href="devchart.php?devrow=11820">[notes]</a>
Rollei Superpan 200,Rollei RLS Low Speed,1+4,200,12,12,,24C,<a href="devchart.php?devrow=11821">[notes]</a>
Rollei Superpan 200,Silvermax,1+49,100,20,20,,22C,<a href="devchart.php?devrow=11878">[notes]</a>
Rollei Superpan 200,Silvermax,1+29,160,15:30,15:30,,20C,<a href="devchart.php?devrow=11970">[notes]</a>
Rollei Superpan 200,Silvermax,1+29,200,15:30,15:30,,20C,<a href="devchart.php?devrow=11971">[notes]</a>
Rollei Superpan 200,Silvermax,1+49,200,20,20,,22C,<a href="devchart.php?devrow=11879">[notes]</a>
Rollei Superpan 200,Spur HRX,1+11,40,12,12,,20C,
Rollei Superpan 200,Spur SLD,1+20,125,8,8,,20C,<a href="devchart.php?devrow=14073">[notes]</a>
Rollei Superpan 200,Spur SLD,1+29,160,8:30,8:30,,20C,<a href="devchart.php?devrow=11968">[notes]</a>
Rollei Superpan 200,Spur SLD,1+29,200,8:30,8:30,,20C,<a href="devchart.php?devrow=11969">[notes]</a>
Rollei Superpan 200,Spur SLD,1+14,400,12:30,12:30,,24C,<a href="devchart.php?devrow=14129">[notes]</a>
Rollei Superpan 200,Spur Speed-Major,1+30,100,9,9,,20C,<a href="devchart.php?devrow=14357">[notes]</a>
Rollei Superpan 200,Spur Speed-Major,1+24,200,10,10,,20C,<a href="devchart.php?devrow=14358">[notes]</a>
Rollei Superpan 200,Spur Speed-Major,1+20,400,11,11,,20C,<a href="devchart.php?devrow=14359">[notes]</a>
Rollei Superpan 200,Spur Speed-Major,1+14,640,12,12,,20C,<a href="devchart.php?devrow=14360">[notes]</a>
Rollei Superpan 200,Spur Speed-Major,1+9,1000,13,13,,20C,<a href="devchart.php?devrow=14361">[notes]</a>
Rollei Superpan 200,Spur TRX 2000,1+30,80,12:30,12:30,,20C,<a href="devchart.php?devrow=17730">[notes]</a>
Rollei Superpan 200,Spur UFP,1+24,50,8,8,,20C,
Rollei Superpan 200,Studional,1+31,160,13,13,,20C,
Rollei Superpan 200,Studional,1+15,250,6:30,6:30,,20C,
Rollei Superpan 200,Tanol,1+1+100,100,15,15,,24C,
Rollei Superpan 200,Tanol Speed,1+1+100,250,14,14,,24C,
Rollei Superpan 200,TMax Dev,1+4,125,6,6,,20C,
Rollei Superpan 200,TMax Dev,1+4,200,8,8,,24C,
Rollei Superpan 200,Ultrafin,1+9,200,9,9,,20C,
Rollei Superpan 200,Ultrafin,1+20,200,15,15,,20C,
Rollei Superpan 200,Ultrafin T-Plus,1+4,200,5:30,5:30,,20C,
Rollei Superpan 200,Ultrafine Liquid,1+4,400,13:30,13:30,,20C,
Rollei Superpan 200,XT-3,1+1,200,14,14,,20C,
Rollei Superpan 200,XT-3,1+1,400,17,17,,20C,
Rollei Superpan 200,XT-3,1+2,400,21,21,,20C,
Rollei Superpan 200,Xtol,1+1,200,14,14,,20C,
Rollei Superpan 200,Xtol,1+1,400,17,17,,20C,
Rollei Superpan 200,Xtol,1+2,400,21,21,,20C,
Santa RAE 1000,Bellini DF2 Duo Step,stock,800,3+3,,,24C,
Santa RAE 1000,Bellini DF2 Duo Step,stock,1600,4+4,,,25C,
Santa RAE 1000,D-76,1+1,1000,13:30,,,20C,<a href="devchart.php?devrow=13726">[notes]</a>
Santa RAE 1000,Diafine,stock,800,3+3,,,24C,
Santa RAE 1000,Diafine,stock,1600,4+4,,,25C,
Santa RAE 1000,Eco Pro,stock,200,4:30,,,20C,
Santa RAE 1000,Eco Pro,stock,400,6,,,20C,
Santa RAE 1000,Eco Pro,stock,1000,8:30,,,20C,
Santa RAE 1000,Eco Pro,1+1,1000,13:30,,,20C,
Santa RAE 1000,HC-110,1+100,1000,45,,,20C,<a href="devchart.php?devrow=14705">[notes]</a>
Santa RAE 1000,HC-110,B,1000,16,,,20C,<a href="devchart.php?devrow=13728">[notes]</a>
Santa RAE 1000,HC-110,G,1000,45,,,20C,<a href="devchart.php?devrow=14706">[notes]</a>
Santa RAE 1000,ID-11,1+1,1000,13:30,,,20C,<a href="devchart.php?devrow=13725">[notes]</a>
Santa RAE 1000,Ilfotec HC,1+119,200,45,,,20C,
Santa RAE 1000,Perceptol,1+3,1000,34,,,18C,
Santa RAE 1000,Rodinal,1+25,1000,9:45,,,20C,<a href="devchart.php?devrow=17345">[notes]</a>
Santa RAE 1000,Rodinal,1+100,1000,60,,,20C,<a href="devchart.php?devrow=14709">[notes]</a>
Santa RAE 1000,XT-3,1+1,1000,13:30,,,20C,<a href="devchart.php?devrow=15788">[notes]</a>
Santa RAE 1000,Xtol,stock,200,4:30,,,20C,
Santa RAE 1000,Xtol,stock,400,6,,,20C,
Santa RAE 1000,Xtol,stock,1000,8:30,,,20C,
Santa RAE 1000,Xtol,1+1,1000,13:30,,,20C,<a href="devchart.php?devrow=13727">[notes]</a>
Shanghai GP3 Pan 100,510-Pyro,1+100,100,12:30,,,20C,<a href="devchart.php?devrow=16925">[notes]</a>
Shanghai GP3 Pan 100,510-Pyro,1+100,100,6,,,20C,
Shanghai GP3 Pan 100,Acufine,stock,100,,4,4,20C,<a href="devchart.php?devrow=9085">[notes]</a>
Shanghai GP3 Pan 100,Adox HR-DEV,1+35,160,13,,,20C,<a href="devchart.php?devrow=14743">[notes]</a>
Shanghai GP3 Pan 100,Adox M-Q Borax,stock,160,7:30,,,20C,
Shanghai GP3 Pan 100,Amaloco AM74,1+19,50,,11,11,20C,
Shanghai GP3 Pan 100,Atomal 49,1+1,100,,11:30,11:30,20C,
Shanghai GP3 Pan 100,Atomal 49,1+2,100,18,,,20C,
Shanghai GP3 Pan 100,Bellini DF2 Duo Step,stock,100,3+3,,,20C,
Shanghai GP3 Pan 100,Bellini DF2 Duo Step,stock,160,,3+3,3+3,20C,
Shanghai GP3 Pan 100,Bellini Hydrofen,1+39,100,5,,,20C,
Shanghai GP3 Pan 100,Beutler,1+1+8,100,,18,18,20C,
Shanghai GP3 Pan 100,Beutler,1+1+10,100,7,,,20C,
Shanghai GP3 Pan 100,Caffenol C,stock,100,,10,10,20C,
Shanghai GP3 Pan 100,Caffenol C-H,stock,100,,15,15,20C,<a href="devchart.php?devrow=14622">[notes]</a>
Shanghai GP3 Pan 100,Caffenol C-L,stock,400,,75,75,20C,<a href="devchart.php?devrow=8767">[notes]</a>
Shanghai GP3 Pan 100,Caffenol C-M (rs),stock,100,,20,20,20C,
Shanghai GP3 Pan 100,D-23,stock,100,,12,12,20C,
Shanghai GP3 Pan 100,D-23,1+1,100,12,,,20C,
Shanghai GP3 Pan 100,D-72,1+4,100,,4,4,20C,
Shanghai GP3 Pan 100,D-76,stock,100,,6-10,6-10,20C,
Shanghai GP3 Pan 100,D-76,stock,100,,9,9,20C,<a href="devchart.php?devrow=7703">[notes]</a>
Shanghai GP3 Pan 100,D-76,1+1,100,,14,14,20C,
Shanghai GP3 Pan 100,D-76,1+1,100,,14:30,14:30,20C,<a href="devchart.php?devrow=10409">[notes]</a>
Shanghai GP3 Pan 100,D-76,1+1,100,7,,,20C,<a href="devchart.php?devrow=14748">[notes]</a>
Shanghai GP3 Pan 100,D-76,1+3,100,13-14,24,24,20C,
Shanghai GP3 Pan 100,D-76,stock,400,,14,14,20C,
Shanghai GP3 Pan 100,D-76,1+1,400,,28,28,20C,
Shanghai GP3 Pan 100,D-96,stock,100,4:30-6,,,20C,
Shanghai GP3 Pan 100,Dektol,1+4,100,,14,14,22C,
Shanghai GP3 Pan 100,Diafine,stock,100,3+3,,,20C,
Shanghai GP3 Pan 100,Diafine,stock,160,,3+3,3+3,20C,
Shanghai GP3 Pan 100,DK-50,1+1,100,,9:30,9:30,18C,
Shanghai GP3 Pan 100,DK-50,1+1,100,,10,10,20C,<a href="devchart.php?devrow=9935">[notes]</a>
Shanghai GP3 Pan 100,Eco Pro,1+1,80,6:30,,,20C,<a href="devchart.php?devrow=14752">[notes]</a>
Shanghai GP3 Pan 100,Eco Pro,stock,100,,7:30,7:30,20C,
Shanghai GP3 Pan 100,Eco Pro,1+1,100,7-8,10,10,20C,
Shanghai GP3 Pan 100,Eco Pro,1+2,100,,20,20,18C,
Shanghai GP3 Pan 100,Eco Pro,1+2,100,,14,14,20C,
Shanghai GP3 Pan 100,Eco Pro,1+3,100,,16,16,20C,
Shanghai GP3 Pan 100,Fomadon R09,1+50,100,,18,18,19C,<a href="devchart.php?devrow=4990">[notes]</a>
Shanghai GP3 Pan 100,FX-1,1+1+8,100,9,,,20C,<a href="devchart.php?devrow=14753">[notes]</a>
Shanghai GP3 Pan 100,HC-110,J,80,18,,,20C,<a href="devchart.php?devrow=14757">[notes]</a>
Shanghai GP3 Pan 100,HC-110,1+90,100,12,,,20C,<a href="devchart.php?devrow=14754">[notes]</a>
Shanghai GP3 Pan 100,HC-110,A,100,,5,5,20C,<a href="devchart.php?devrow=5507">[notes]</a>
Shanghai GP3 Pan 100,HC-110,B,100,,7:30,7:30,20C,<a href="devchart.php?devrow=5508">[notes]</a>
Shanghai GP3 Pan 100,HC-110,B,100,,8,8,20C,<a href="devchart.php?devrow=8232">[notes]</a>
Shanghai GP3 Pan 100,HC-110,H,100,7:30,,,20C,<a href="devchart.php?devrow=14755">[notes]</a>
Shanghai GP3 Pan 100,HC-110,J,100,18,,,20C,<a href="devchart.php?devrow=14756">[notes]</a>
Shanghai GP3 Pan 100,HC-110,B,160,,9,9,20C,<a href="devchart.php?devrow=8470">[notes]</a>
Shanghai GP3 Pan 100,ID-11,stock,100,,6-10,6-10,20C,
Shanghai GP3 Pan 100,ID-11,stock,100,,9,9,20C,<a href="devchart.php?devrow=14796">[notes]</a>
Shanghai GP3 Pan 100,ID-11,1+1,100,,14,14,20C,
Shanghai GP3 Pan 100,ID-11,1+1,100,,14:30,14:30,20C,<a href="devchart.php?devrow=10410">[notes]</a>
Shanghai GP3 Pan 100,ID-11,1+1,100,7,,,20C,<a href="devchart.php?devrow=14749">[notes]</a>
Shanghai GP3 Pan 100,ID-11,1+3,100,13-14,24,24,20C,
Shanghai GP3 Pan 100,ID-11,stock,400,,14,14,20C,
Shanghai GP3 Pan 100,ID-11,1+1,400,,28,28,20C,
Shanghai GP3 Pan 100,Ilfosol 3,1+5,100,,6:30,6:30,23C,<a href="devchart.php?devrow=8238">[notes]</a>
Shanghai GP3 Pan 100,Ilfosol 3,1+9,100,,8,8,20C,
Shanghai GP3 Pan 100,Ilfosol 3,1+14,100,,12,12,20C,
Shanghai GP3 Pan 100,Ilfosol 3,1+14,200,,18,18,20.5C,
Shanghai GP3 Pan 100,Ilfotec DD-X,1+9,100,8,,,23C,
Shanghai GP3 Pan 100,Ilfotec DD-X,1+9,100,,10,10,24C,
Shanghai GP3 Pan 100,Ilfotec HC,1+31,100,7:45,7:45,,20C,
Shanghai GP3 Pan 100,Ilfotec LC29,1+19,100,,6:30,6:30,20C,<a href="devchart.php?devrow=8113">[notes]</a>
Shanghai GP3 Pan 100,Ilfotec LC29,1+29,100,,11,11,20C,<a href="devchart.php?devrow=5455">[notes]</a>
Shanghai GP3 Pan 100,Microdol-X,1+2,100,33,,,22C,<a href="devchart.php?devrow=14759">[notes]</a>
Shanghai GP3 Pan 100,Microphen,1+3,100,,20,20,20C,
Shanghai GP3 Pan 100,Mocon,1+64,100,11,,,20C,<a href="devchart.php?devrow=14760">[notes]</a>
Shanghai GP3 Pan 100,Obsidian Aqua,1+500,100,,9,9,21C,<a href="devchart.php?devrow=11358">[notes]</a>
Shanghai GP3 Pan 100,PCK,5+10+100,100,6:30-7,,,20C,
Shanghai GP3 Pan 100,PMK,1+2+100,100,,10,10,20C,
Shanghai GP3 Pan 100,PMK,1+2+100,100,13,,,21C,<a href="devchart.php?devrow=14762">[notes]</a>
Shanghai GP3 Pan 100,Promicrol,1+14,100,,6,6,24C,
Shanghai GP3 Pan 100,Pyrocat-HD,1+1+50,64,,6:30,6:30,21C,<a href="devchart.php?devrow=13488">[notes]</a>
Shanghai GP3 Pan 100,Pyrocat-HD,1+1+100,100,10,,,20C,<a href="devchart.php?devrow=14763">[notes]</a>
Shanghai GP3 Pan 100,Pyrocat-HD,1+1+200,100,40,,,20C,<a href="devchart.php?devrow=14764">[notes]</a>
Shanghai GP3 Pan 100,Rodinal,1+25,25,,3,3,21C,
Shanghai GP3 Pan 100,Rodinal,1+25,50,,6,6,20C,
Shanghai GP3 Pan 100,Rodinal,1+25,100,6:30,10,10,20C,
Shanghai GP3 Pan 100,Rodinal,1+50,100,8-10,15,15,20C,
Shanghai GP3 Pan 100,Rodinal,1+100,100,,60,60,20C,<a href="devchart.php?devrow=8107">[notes]</a>
Shanghai GP3 Pan 100,Rodinal,1+100,100,25,,,20C,<a href="devchart.php?devrow=14765">[notes]</a>
Shanghai GP3 Pan 100,Rodinal,1+200,100,,120,120,20C,<a href="devchart.php?devrow=9321">[notes]</a>
Shanghai GP3 Pan 100,Rodinal,1+400,100,,480,480,20C,<a href="devchart.php?devrow=12581">[notes]</a>
Shanghai GP3 Pan 100,Rodinal,1+25,400,,35,35,20C,
Shanghai GP3 Pan 100,Rodinal,1+100,400,,120,120,20C,<a href="devchart.php?devrow=9056">[notes]</a>
Shanghai GP3 Pan 100,Sprint Standard,1+9,100,,8,8,21C,
Shanghai GP3 Pan 100,Spur HRX,1+17,80,9:30,,,20C,
Shanghai GP3 Pan 100,Spur TRX 2000,1+35,160,13,,,20C,<a href="devchart.php?devrow=17727">[notes]</a>
Shanghai GP3 Pan 100,Spur UFP,1+24,125,7:30,,,20C,
Shanghai GP3 Pan 100,TMax Dev,1+4,100,,7,8,20C,
Shanghai GP3 Pan 100,TMax Dev,1+9,100,8,,,20C,
Shanghai GP3 Pan 100,TMax Dev,1+40,100,,120,120,20C,<a href="devchart.php?devrow=9320">[notes]</a>
Shanghai GP3 Pan 100,Ultrafin,1+20,100,,8,8,20C,
Shanghai GP3 Pan 100,Uncle Mort&#039;s,1+14,100,,6,6,24C,
Shanghai GP3 Pan 100,XT-3,1+1,80,6:30,,,20C,<a href="devchart.php?devrow=15757">[notes]</a>
Shanghai GP3 Pan 100,XT-3,stock,100,,7:30,7:30,20C,
Shanghai GP3 Pan 100,XT-3,1+1,100,7-8,10,10,20C,
Shanghai GP3 Pan 100,XT-3,1+1,100,5,,,24C,<a href="devchart.php?devrow=15758">[notes]</a>
Shanghai GP3 Pan 100,XT-3,1+2,100,,20,20,18C,
Shanghai GP3 Pan 100,XT-3,1+2,100,,14,14,20C,
Shanghai GP3 Pan 100,XT-3,1+3,100,,16,16,20C,
Shanghai GP3 Pan 100,Xtol,1+1,80,6:30,,,20C,<a href="devchart.php?devrow=14772">[notes]</a>
Shanghai GP3 Pan 100,Xtol,stock,100,,7:30,7:30,20C,
Shanghai GP3 Pan 100,Xtol,1+1,100,7-8,10,10,20C,
Shanghai GP3 Pan 100,Xtol,1+1,100,5,,,24C,<a href="devchart.php?devrow=14771">[notes]</a>
Shanghai GP3 Pan 100,Xtol,1+2,100,,20,20,18C,
Shanghai GP3 Pan 100,Xtol,1+2,100,,14,14,20C,
Shanghai GP3 Pan 100,Xtol,1+3,100,,16,16,20C,
Shanghai GP3 Pan 400,Bellini DF2 Duo Step,stock,400,3+3,,,20C,
Shanghai GP3 Pan 400,Bellini FX6a Monobath,stock,400,11,,,20C,
Shanghai GP3 Pan 400,D-23,1+1,400,13,,,20C,
Shanghai GP3 Pan 400,D-76,stock,400,9:30,,,20C,
Shanghai GP3 Pan 400,D-76,1+1,400,10,,,20C,<a href="devchart.php?devrow=14727">[notes]</a>
Shanghai GP3 Pan 400,D-76,1+1,400,9,,,20C,<a href="devchart.php?devrow=14729">[notes]</a>
Shanghai GP3 Pan 400,D-76,1+1,400,,22-24,22-24,20C,
Shanghai GP3 Pan 400,D-76,stock,800,12:30,,,20C,
Shanghai GP3 Pan 400,D-76,stock,1600,12,,,22C,
Shanghai GP3 Pan 400,Df96 Monobath,stock,250,7,,,22C,<a href="devchart.php?devrow=14712">[notes]</a>
Shanghai GP3 Pan 400,Diafine,stock,400,3+3,,,20C,
Shanghai GP3 Pan 400,Eco Pro,1+1,400,11-13,,,20C,
Shanghai GP3 Pan 400,HC-110,B,400,6:30,,,20C,<a href="devchart.php?devrow=14741">[notes]</a>
Shanghai GP3 Pan 400,ID-11,stock,400,9:30,,,20C,
Shanghai GP3 Pan 400,ID-11,1+1,400,9,,,20C,<a href="devchart.php?devrow=14728">[notes]</a>
Shanghai GP3 Pan 400,ID-11,1+1,400,10,,,20C,<a href="devchart.php?devrow=14730">[notes]</a>
Shanghai GP3 Pan 400,ID-11,1+1,400,,22-24,22-24,20C,
Shanghai GP3 Pan 400,ID-11,stock,800,12:30,,,20C,
Shanghai GP3 Pan 400,ID-11,stock,1600,12,,,22C,
Shanghai GP3 Pan 400,Microphen,stock,400,7,,,20C,
Shanghai GP3 Pan 400,Rodinal,1+50,400,13,,,20C,
Shanghai GP3 Pan 400,TMax Dev,1+4,400,6,,,21C,
Shanghai GP3 Pan 400,XT-3,1+1,400,11-13,,,20C,
Shanghai GP3 Pan 400,Xtol,1+1,400,11-13,,,20C,
Silberra ORTA50,D-76,1+1,50,7:30,,,20C,
Silberra ORTA50,ID-11,1+1,50,7:30,,,20C,
Silberra ORTA50,Rodinal,1+25,50,11,,,20C,
Silberra ORTA50,Silberra Ascorol,1+29,50,7,,,20C,
Silberra ORTA50,XT-3,1+1,50,7,,,20C,
Silberra ORTA50,Xtol,1+1,50,7,,,20C,
Silberra Pan/Ultima 100,D-76,1+1,200,12,,,22C,
Silberra Pan/Ultima 100,D-76,1+2,200,17,,,22C,
Silberra Pan/Ultima 100,Eco Pro,stock,200,8,,,22C,
Silberra Pan/Ultima 100,HC-110,B,100,6:30,,,20C,<a href="devchart.php?devrow=17351">[notes]</a>
Silberra Pan/Ultima 100,ID-11,1+1,200,12,,,22C,
Silberra Pan/Ultima 100,ID-11,1+2,200,17,,,22C,
Silberra Pan/Ultima 100,Pyrocat-HD,1+1+100,200,13,,,21C,
